"","value","Year","IZCode","IZName","CPP","Indicator","Type"
"8079",5.45556,"2017/18-2019/20","S02001696","Dunipace","Falkirk","Attainment","Raw"
"8080",5.50467,"2017/18-2019/20","S02001695","Point","Eilean Siar","Attainment","Raw"
"8081",5.6092,"2017/18-2019/20","S02001706","Stenhousemuir East","Falkirk","Attainment","Raw"
"8082",5.33058,"2017/18-2019/20","S02001705","Stenhousemuir West","Falkirk","Attainment","Raw"
"8083",5.83562,"2017/18-2019/20","S02001708","Carron","Falkirk","Attainment","Raw"
"8084",5.82022,"2017/18-2019/20","S02001707","Stenhousemuir - Antonshill","Falkirk","Attainment","Raw"
"8085",5.58268,"2017/18-2019/20","S02001702","High Bonnybridge and Greenhill","Falkirk","Attainment","Raw"
"8086",5.48765,"2017/18-2019/20","S02001701","Bonnybridge","Falkirk","Attainment","Raw"
"8087",6.11966,"2017/18-2019/20","S02001704","Larbert - South Broomage and Village","Falkirk","Attainment","Raw"
"8088",5.97266,"2017/18-2019/20","S02001703","Larbert - North Broomage and Inches","Falkirk","Attainment","Raw"
"8089",5.60256,"2017/18-2019/20","S02001682","South Gyle","Edinburgh, City of","Attainment","Raw"
"8090",5.56522,"2017/18-2019/20","S02001681","Corstorphine South","Edinburgh, City of","Attainment","Raw"
"8091",5.64368,"2017/18-2019/20","S02001684","Dalmeny, Kirkliston and Newbridge","Edinburgh, City of","Attainment","Raw"
"8092",5.51282,"2017/18-2019/20","S02001683","Ratho, Ingliston and Gogar","Edinburgh, City of","Attainment","Raw"
"8093",5.99029,"2017/18-2019/20","S02001678","Corstorphine North","Edinburgh, City of","Attainment","Raw"
"8094",6.08403,"2017/18-2019/20","S02001677","East Craigs South","Edinburgh, City of","Attainment","Raw"
"8095",5.28947,"2017/18-2019/20","S02001680","Carrick Knowe","Edinburgh, City of","Attainment","Raw"
"8096",5.98113,"2017/18-2019/20","S02001679","Corstorphine","Edinburgh, City of","Attainment","Raw"
"8097",5.88136,"2017/18-2019/20","S02001690","South Lewis","Eilean Siar","Attainment","Raw"
"8098",6.2439,"2017/18-2019/20","S02001689","Harris","Eilean Siar","Attainment","Raw"
"8099",5.66912,"2017/18-2019/20","S02001692","Broadbay","Eilean Siar","Attainment","Raw"
"8100",5.78571,"2017/18-2019/20","S02001691","Northwest Lewis","Eilean Siar","Attainment","Raw"
"8101",5.96522,"2017/18-2019/20","S02001686","Queensferry West","Edinburgh, City of","Attainment","Raw"
"8102",5.78947,"2017/18-2019/20","S02001685","Queensferry East","Edinburgh, City of","Attainment","Raw"
"8103",5.54412,"2017/18-2019/20","S02001688","Benbecula and North Uist","Eilean Siar","Attainment","Raw"
"8104",5.78261,"2017/18-2019/20","S02001687","Barra and South Uist","Eilean Siar","Attainment","Raw"
"8105",5.22449,"2017/18-2019/20","S02001729","Laurieston and Westquarter","Falkirk","Attainment","Raw"
"8106",5.26136,"2017/18-2019/20","S02001728","Redding","Falkirk","Attainment","Raw"
"8107",5.59091,"2017/18-2019/20","S02001731","Grangemouth - Town Centre","Falkirk","Attainment","Raw"
"8108",5.27869,"2017/18-2019/20","S02001730","Grangemouth - Newlands","Falkirk","Attainment","Raw"
"8109",5.86029,"2017/18-2019/20","S02001725","Brightons and Wallacestone","Falkirk","Attainment","Raw"
"8110",5.96104,"2017/18-2019/20","S02001724","Reddingmuirhead and Overton","Falkirk","Attainment","Raw"
"8111",6.15278,"2017/18-2019/20","S02001727","Polmont","Falkirk","Attainment","Raw"
"8112",5.56701,"2017/18-2019/20","S02001726","Maddiston and Rumford","Falkirk","Attainment","Raw"
"8113",5.47059,"2017/18-2019/20","S02001737","Blackness, Bo'ness - Carriden and Grahamsdyke","Falkirk","Attainment","Raw"
"8114",5.36364,"2017/18-2019/20","S02001736","Bo'ness - Kinneil","Falkirk","Attainment","Raw"
"8115",5.14729,"2017/18-2019/20","S02001739","Oakley Comrie and Blairhall","Fife","Attainment","Raw"
"8116",5.51389,"2017/18-2019/20","S02001738","Kincardine","Fife","Attainment","Raw"
"8117",5.43103,"2017/18-2019/20","S02001733","Grangemouth - Bowhouse","Falkirk","Attainment","Raw"
"8118",5.24107,"2017/18-2019/20","S02001732","Grangemouth - Kersiebank","Falkirk","Attainment","Raw"
"8119",5.44444,"2017/18-2019/20","S02001735","Bo'ness - Newtown","Falkirk","Attainment","Raw"
"8120",5.54688,"2017/18-2019/20","S02001734","Bo'ness - Douglas","Falkirk","Attainment","Raw"
"8121",5.40299,"2017/18-2019/20","S02001714","Falkirk - Middlefield","Falkirk","Attainment","Raw"
"8122",5.83824,"2017/18-2019/20","S02001713","Falkirk - Grahamston","Falkirk","Attainment","Raw"
"8123",5.83505,"2017/18-2019/20","S02001716","Falkirk - Bantaskin","Falkirk","Attainment","Raw"
"8124",5.85965,"2017/18-2019/20","S02001715","Falkirk - Town Centre and Callendar Park","Falkirk","Attainment","Raw"
"8125",5.58519,"2017/18-2019/20","S02001710","Carse and Grangemouth Old Town","Falkirk","Attainment","Raw"
"8126",5.57609,"2017/18-2019/20","S02001709","Carronshore","Falkirk","Attainment","Raw"
"8127",5.72109,"2017/18-2019/20","S02001712","Falkirk - Merchiston and New Carron Village","Falkirk","Attainment","Raw"
"8128",4.88785,"2017/18-2019/20","S02001711","Falkirk - Bainsford and Langlees","Falkirk","Attainment","Raw"
"8129",5.25926,"2017/18-2019/20","S02001721","Hallglen and Glen Village","Falkirk","Attainment","Raw"
"8130",6.26016,"2017/18-2019/20","S02001720","Falkirk - Lochgreen and Lionthorn","Falkirk","Attainment","Raw"
"8131",5.24309,"2017/18-2019/20","S02001723","Braes Villages","Falkirk","Attainment","Raw"
"8132",5.77778,"2017/18-2019/20","S02001722","Shieldhill","Falkirk","Attainment","Raw"
"8133",5.29808,"2017/18-2019/20","S02001718","Falkirk - Camelon West","Falkirk","Attainment","Raw"
"8134",5.19048,"2017/18-2019/20","S02001717","Falkirk - Camelon East","Falkirk","Attainment","Raw"
"8135",5.61972,"2017/18-2019/20","S02001719","Falkirk - Tamfourhill","Falkirk","Attainment","Raw"
"8136",4.88119,"2017/18-2019/20","S02001635","Northfield and Piershill","Edinburgh, City of","Attainment","Raw"
"8137",5.67143,"2017/18-2019/20","S02001634","Mountcastle","Edinburgh, City of","Attainment","Raw"
"8138",5.08824,"2017/18-2019/20","S02001637","Restalrig (Loganlea) and Craigentinny West","Edinburgh, City of","Attainment","Raw"
"8139",5.80822,"2017/18-2019/20","S02001636","Craigentinny","Edinburgh, City of","Attainment","Raw"
"8140",6.08527,"2017/18-2019/20","S02001631","Joppa","Edinburgh, City of","Attainment","Raw"
"8141",5.45133,"2017/18-2019/20","S02001630","Jewel, Brunstane and Newcraighall","Edinburgh, City of","Attainment","Raw"
"8142",5.92174,"2017/18-2019/20","S02001633","Duddingston and Portobello South","Edinburgh, City of","Attainment","Raw"
"8143",5.2987,"2017/18-2019/20","S02001632","Portobello","Edinburgh, City of","Attainment","Raw"
"8144",4.88889,"2017/18-2019/20","S02001643","Great Junction Street","Edinburgh, City of","Attainment","Raw"
"8145",5.43396,"2017/18-2019/20","S02001642","The Shore and Constitution Street","Edinburgh, City of","Attainment","Raw"
"8146",5.1875,"2017/18-2019/20","S02001645","Easter Road and Hawkhill Avenue","Edinburgh, City of","Attainment","Raw"
"8147",5.45283,"2017/18-2019/20","S02001644","South Leith","Edinburgh, City of","Attainment","Raw"
"8148",5.96581,"2017/18-2019/20","S02001639","Leith (Hermitage and Prospect Bank)","Edinburgh, City of","Attainment","Raw"
"8149",4.88496,"2017/18-2019/20","S02001638","Restalrig and Lochend","Edinburgh, City of","Attainment","Raw"
"8150",5.6,"2017/18-2019/20","S02001641","North Leith and Newhaven","Edinburgh, City of","Attainment","Raw"
"8151",5.25,"2017/18-2019/20","S02001640","Western Harbour and Leith Docks","Edinburgh, City of","Attainment","Raw"
"8152",5.35484,"2017/18-2019/20","S02001619","Dalry and Fountainbridge","Edinburgh, City of","Attainment","Raw"
"8153",6.25,"2017/18-2019/20","S02001618","Polwarth","Edinburgh, City of","Attainment","Raw"
"8154",5.76596,"2017/18-2019/20","S02001621","Meadows and Southside","Edinburgh, City of","Attainment","Raw"
"8155",5.5,"2017/18-2019/20","S02001620","Tollcross","Edinburgh, City of","Attainment","Raw"
"8156",6.61818,"2017/18-2019/20","S02001615","Morningside","Edinburgh, City of","Attainment","Raw"
"8157",6.40816,"2017/18-2019/20","S02001614","Marchmont West","Edinburgh, City of","Attainment","Raw"
"8158",6.42029,"2017/18-2019/20","S02001617","Bruntsfield","Edinburgh, City of","Attainment","Raw"
"8159",6.44444,"2017/18-2019/20","S02001616","Merchiston and Greenhill","Edinburgh, City of","Attainment","Raw"
"8160",5.24427,"2017/18-2019/20","S02001627","Craigmillar","Edinburgh, City of","Attainment","Raw"
"8161",5.69231,"2017/18-2019/20","S02001626","Willowbrae and Duddingston Village","Edinburgh, City of","Attainment","Raw"
"8162",4.78992,"2017/18-2019/20","S02001629","Bingham, Magdalene and The Christians","Edinburgh, City of","Attainment","Raw"
"8163",4.89024,"2017/18-2019/20","S02001628","Niddrie","Edinburgh, City of","Attainment","Raw"
"8164",5.21818,"2017/18-2019/20","S02001623","Canongate, Southside and Dumbiedykes","Edinburgh, City of","Attainment","Raw"
"8165",5.7,"2017/18-2019/20","S02001622","Old Town, Princes Street and Leith Street","Edinburgh, City of","Attainment","Raw"
"8166",5.75,"2017/18-2019/20","S02001625","Meadowbank and Abbeyhill North","Edinburgh, City of","Attainment","Raw"
"8167",5.92308,"2017/18-2019/20","S02001624","Abbeyhill","Edinburgh, City of","Attainment","Raw"
"8168",4.98454,"2017/18-2019/20","S02001666","West Pilton","Edinburgh, City of","Attainment","Raw"
"8169",4.88079,"2017/18-2019/20","S02001665","Drylaw","Edinburgh, City of","Attainment","Raw"
"8170",4.84932,"2017/18-2019/20","S02001668","Granton South and Wardieburn","Edinburgh, City of","Attainment","Raw"
"8171",5.47727,"2017/18-2019/20","S02001667","Boswall and Pilton","Edinburgh, City of","Attainment","Raw"
"8172",6.2381,"2017/18-2019/20","S02001662","Murrayfield and Ravelston","Edinburgh, City of","Attainment","Raw"
"8173",5.83607,"2017/18-2019/20","S02001661","Balgreen and Roseburn","Edinburgh, City of","Attainment","Raw"
"8174",6.18548,"2017/18-2019/20","S02001664","Blackhall","Edinburgh, City of","Attainment","Raw"
"8175",6.17143,"2017/18-2019/20","S02001663","Craigleith, Orchard Brae and Crewe Toll","Edinburgh, City of","Attainment","Raw"
"8176",6.34667,"2017/18-2019/20","S02001674","Barnton, Cammo and Cramond South","Edinburgh, City of","Attainment","Raw"
"8177",6.25424,"2017/18-2019/20","S02001673","Cramond","Edinburgh, City of","Attainment","Raw"
"8178",5.61905,"2017/18-2019/20","S02001676","East Craigs North","Edinburgh, City of","Attainment","Raw"
"8179",5.28767,"2017/18-2019/20","S02001675","Clermiston and Drumbrae","Edinburgh, City of","Attainment","Raw"
"8180",5.16964,"2017/18-2019/20","S02001670","Granton West and Salvesen","Edinburgh, City of","Attainment","Raw"
"8181",5.25,"2017/18-2019/20","S02001669","Granton and Royston Mains","Edinburgh, City of","Attainment","Raw"
"8182",5.91603,"2017/18-2019/20","S02001672","Silverknowes and Davidson's Mains","Edinburgh, City of","Attainment","Raw"
"8183",5.07729,"2017/18-2019/20","S02001671","Muirhouse","Edinburgh, City of","Attainment","Raw"
"8184",6.16176,"2017/18-2019/20","S02001651","Trinity","Edinburgh, City of","Attainment","Raw"
"8185",6.375,"2017/18-2019/20","S02001650","Trinity East and The Dudleys","Edinburgh, City of","Attainment","Raw"
"8186",5.97143,"2017/18-2019/20","S02001653","Broughton North and Powderhall","Edinburgh, City of","Attainment","Raw"
"8187",6.45455,"2017/18-2019/20","S02001652","Inverleith, Goldenacre and Warriston","Edinburgh, City of","Attainment","Raw"
"8188",5.97143,"2017/18-2019/20","S02001647","Hillside and Calton Hill","Edinburgh, City of","Attainment","Raw"
"8189",5.28125,"2017/18-2019/20","S02001646","Leith (Albert Street)","Edinburgh, City of","Attainment","Raw"
"8190",5.63636,"2017/18-2019/20","S02001649","Bonnington","Edinburgh, City of","Attainment","Raw"
"8191",5.25,"2017/18-2019/20","S02001648","Pilrig","Edinburgh, City of","Attainment","Raw"
"8192",5.52381,"2017/18-2019/20","S02001658","Stockbridge","Edinburgh, City of","Attainment","Raw"
"8193",5.69231,"2017/18-2019/20","S02001657","Canonmills and New Town North","Edinburgh, City of","Attainment","Raw"
"8194",5.30769,"2017/18-2019/20","S02001660","Deans Village","Edinburgh, City of","Attainment","Raw"
"8195",5.72,"2017/18-2019/20","S02001659","Comely Bank","Edinburgh, City of","Attainment","Raw"
"8196",6.38889,"2017/18-2019/20","S02001655","New Town East and Gayfield","Edinburgh, City of","Attainment","Raw"
"8197",5.83333,"2017/18-2019/20","S02001654","Broughton South","Edinburgh, City of","Attainment","Raw"
"8198",6.6,"2017/18-2019/20","S02001656","New Town West","Edinburgh, City of","Attainment","Raw"
"8199",5.71687,"2017/18-2019/20","S02001320","Clashindarroch","Aberdeenshire","Attainment","Raw"
"8200",5.70345,"2017/18-2019/20","S02001319","Insch, Oyne and Ythanwells","Aberdeenshire","Attainment","Raw"
"8201",5.51961,"2017/18-2019/20","S02001322","Auchterless and Monquhitter","Aberdeenshire","Attainment","Raw"
"8202",5.23276,"2017/18-2019/20","S02001321","Huntly","Aberdeenshire","Attainment","Raw"
"8203",5.58757,"2017/18-2019/20","S02001316","Ythsie","Aberdeenshire","Attainment","Raw"
"8204",5.76389,"2017/18-2019/20","S02001315","Ythanside","Aberdeenshire","Attainment","Raw"
"8205",5.4697,"2017/18-2019/20","S02001318","Fyvie-Rothie","Aberdeenshire","Attainment","Raw"
"8206",5.69767,"2017/18-2019/20","S02001317","Barrahill","Aberdeenshire","Attainment","Raw"
"8207",5.55319,"2017/18-2019/20","S02001328","Gardenstown and King Edward","Aberdeenshire","Attainment","Raw"
"8208",5.48438,"2017/18-2019/20","S02001327","Macduff","Aberdeenshire","Attainment","Raw"
"8209",5.45181,"2017/18-2019/20","S02001330","Deer and Mormond","Aberdeenshire","Attainment","Raw"
"8210",5.31818,"2017/18-2019/20","S02001329","New Pitsligo","Aberdeenshire","Attainment","Raw"
"8211",5.11765,"2017/18-2019/20","S02001324","Portsoy, Fordyce and Cornhill","Aberdeenshire","Attainment","Raw"
"8212",5.26207,"2017/18-2019/20","S02001323","Turriff","Aberdeenshire","Attainment","Raw"
"8213",5.27941,"2017/18-2019/20","S02001326","Banff","Aberdeenshire","Attainment","Raw"
"8214",5.30275,"2017/18-2019/20","S02001325","Aberchirder and Whitehills","Aberdeenshire","Attainment","Raw"
"8215",5.2406,"2017/18-2019/20","S02001304","Inverurie South","Aberdeenshire","Attainment","Raw"
"8216",5.70492,"2017/18-2019/20","S02001303","Inverurie North","Aberdeenshire","Attainment","Raw"
"8217",5.81461,"2017/18-2019/20","S02001306","Kintore","Aberdeenshire","Attainment","Raw"
"8218",5.68333,"2017/18-2019/20","S02001305","Durno-Chapel of Garioch","Aberdeenshire","Attainment","Raw"
"8219",5.75168,"2017/18-2019/20","S02001300","Cromar and Kildrummy","Aberdeenshire","Attainment","Raw"
"8220",6.16312,"2017/18-2019/20","S02001299","Crathes and Torphins","Aberdeenshire","Attainment","Raw"
"8221",5.376,"2017/18-2019/20","S02001302","Kemnay","Aberdeenshire","Attainment","Raw"
"8222",5.71674,"2017/18-2019/20","S02001301","Howe of Alford","Aberdeenshire","Attainment","Raw"
"8223",5.70886,"2017/18-2019/20","S02001312","Balmedie and Potterton","Aberdeenshire","Attainment","Raw"
"8224",5.46875,"2017/18-2019/20","S02001311","Newmachar and Fintray","Aberdeenshire","Attainment","Raw"
"8225",5.4955,"2017/18-2019/20","S02001314","Ellon West","Aberdeenshire","Attainment","Raw"
"8226",5.90173,"2017/18-2019/20","S02001313","Ellon East","Aberdeenshire","Attainment","Raw"
"8227",6.01212,"2017/18-2019/20","S02001308","Westhill North and South","Aberdeenshire","Attainment","Raw"
"8228",5.75962,"2017/18-2019/20","S02001307","Blackburn","Aberdeenshire","Attainment","Raw"
"8229",5.96094,"2017/18-2019/20","S02001310","Garlogie and Elrick","Aberdeenshire","Attainment","Raw"
"8230",5.81319,"2017/18-2019/20","S02001309","Westhill Central","Aberdeenshire","Attainment","Raw"
"8231",5.68966,"2017/18-2019/20","S02001351","Arbroath Kirkton","Angus","Attainment","Raw"
"8232",5.8209,"2017/18-2019/20","S02001350","Arbroath Landward","Angus","Attainment","Raw"
"8233",5.05102,"2017/18-2019/20","S02001353","Arbroath Harbour","Angus","Attainment","Raw"
"8234",5.93478,"2017/18-2019/20","S02001352","Arbroath Keptie","Angus","Attainment","Raw"
"8235",5.74336,"2017/18-2019/20","S02001347","Monifieth East","Angus","Attainment","Raw"
"8236",5.72414,"2017/18-2019/20","S02001346","Monifieth West","Angus","Attainment","Raw"
"8237",5.72,"2017/18-2019/20","S02001349","Carnoustie East","Angus","Attainment","Raw"
"8238",5.3869,"2017/18-2019/20","S02001348","Carnoustie West","Angus","Attainment","Raw"
"8239",5.53509,"2017/18-2019/20","S02001359","Hillside","Angus","Attainment","Raw"
"8240",5.41497,"2017/18-2019/20","S02001358","Montrose North","Angus","Attainment","Raw"
"8241",5.0303,"2017/18-2019/20","S02001361","Brechin East","Angus","Attainment","Raw"
"8242",5.45455,"2017/18-2019/20","S02001360","Friockheim","Angus","Attainment","Raw"
"8243",5.07447,"2017/18-2019/20","S02001355","Arbroath Warddykes","Angus","Attainment","Raw"
"8244",5.04145,"2017/18-2019/20","S02001354","Arbroath Cliffburn","Angus","Attainment","Raw"
"8245",5.22727,"2017/18-2019/20","S02001357","Montrose South","Angus","Attainment","Raw"
"8246",5.54412,"2017/18-2019/20","S02001356","Lunan","Angus","Attainment","Raw"
"8247",4.84153,"2017/18-2019/20","S02001336","Peterhead Harbour","Aberdeenshire","Attainment","Raw"
"8248",5.10345,"2017/18-2019/20","S02001335","Peterhead Bay","Aberdeenshire","Attainment","Raw"
"8249",5.31222,"2017/18-2019/20","S02001338","Longside and Rattray","Aberdeenshire","Attainment","Raw"
"8250",5.25397,"2017/18-2019/20","S02001337","Peterhead Ugieside","Aberdeenshire","Attainment","Raw"
"8251",5.81319,"2017/18-2019/20","S02001332","Auchnagatt","Aberdeenshire","Attainment","Raw"
"8252",5.14607,"2017/18-2019/20","S02001331","Mintlaw","Aberdeenshire","Attainment","Raw"
"8253",5.23967,"2017/18-2019/20","S02001334","Peterhead Links","Aberdeenshire","Attainment","Raw"
"8254",5.34091,"2017/18-2019/20","S02001333","Cruden","Aberdeenshire","Attainment","Raw"
